Contig	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_61_length_1228_cov_7.765421_MEMO118|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_61_length_1288_cov_2.863749_NEMO36|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_61_length_1314_cov_2.233630_MEMO076-NC|full	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pullorum
NODE_61_length_1346_cov_14.776202_NEMO31|full	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	unclassified
NODE_61_length_1504_cov_4.024527_MEMO115|full	Eukaryota	Arthropoda	Insecta	unclassified	unclassified	unclassified	unclassified
NODE_61_length_1615_cov_7.964889_NEMO-NC2|full	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	unclassified	Chitinophagaceae bacterium
NODE_61_length_1638_cov_3.341448_NEMO-NC3|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_61_length_1675_cov_9.703379_MEMO141|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Klebsiella phage N1M2
NODE_61_length_1759_cov_3.120690_MEMO113|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_61_length_1944_cov_4.316551_MEMO112|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_61_length_1985_cov_5.700734_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
NODE_61_length_2396_cov_5.335058_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus khanii
NODE_61_length_2847_cov_6.631047_MEMO071|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Enterobacillus	Enterobacillus tribolii
NODE_61_length_7501_cov_14.272091_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_62_length_1015_cov_2.362473_NEMO53|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_62_length_1016_cov_3.395101_NEMO15|full	Eukaryota	Arthropoda	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_62_length_1091_cov_3.060158_NEMO16|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_62_length_1165_cov_1.841912_MEMO025|full	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
NODE_62_length_1169_cov_2.400183_NEMO-NC4|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_62_length_1183_cov_8.017179_MEMO117|full	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila simulans
NODE_62_length_1310_cov_2.278994_MEMO076-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium
NODE_62_length_1313_cov_2.110841_NEMO-NC1|full	Bacteria	Candidatus Liptonbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Liptonbacteria bacterium
NODE_62_length_1575_cov_4.176235_MEMO031|full	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	unclassified	Nudiviridae sp.
NODE_62_length_1612_cov_7.377850_NEMO-NC2|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	unclassified
NODE_62_length_1628_cov_5.690522_NEMO-NC3|full	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	Bacteroidetes bacterium ADurb.Bin141
NODE_62_length_1645_cov_6.559949_MEMO141|full	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps purpurea
NODE_62_length_1745_cov_5.172662_MEMO113|full	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	unclassified
NODE_62_length_1943_cov_4.427653_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_62_length_1964_cov_5.126656_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio harveyi
NODE_62_length_2393_cov_5.123489_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
NODE_62_length_6291_cov_8.353074_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex molestus
NODE_63_length_1016_cov_3.045793_MEMO046-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_63_length_1090_cov_1.852912_NEMO16|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_63_length_1147_cov_9.852336_MEMO011|full	Eukaryota	Arthropoda	Arachnida	Araneae	Araneidae	Araneus	Araneus ventricosus
NODE_63_length_1261_cov_8.131757_NEMO36|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_63_length_1342_cov_8.442688_NEMO31|full	Eukaryota	Chordata	Mammalia	unclassified	unclassified	unclassified	unclassified
NODE_63_length_1603_cov_6.417431_NEMO-NC2|full	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_63_length_1608_cov_5.571522_MEMO141|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_63_length_1617_cov_2.752597_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
NODE_63_length_1655_cov_11.625475_MEMO149|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_63_length_1689_cov_3.252481_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_63_length_1898_cov_5.181219_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_63_length_1963_cov_3.987275_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis
NODE_63_length_7453_cov_21.801112_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_64_length_1014_cov_1.869797_MEMO046-NC|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_64_length_1142_cov_5.304225_MEMO011|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_64_length_1161_cov_1.827491_NEMO-NC4|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	uncultured bacterium
NODE_64_length_1164_cov_1.801288_MEMO025|full	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
NODE_64_length_1252_cov_5.403404_NEMO36|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_64_length_1260_cov_1.616230_MEMO102|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_64_length_1301_cov_3.437908_MEMO076-NC|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_64_length_1308_cov_2.906580_NEMO-NC1|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium
NODE_64_length_1550_cov_60.627291_MEMO031|full	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	unclassified	Nudiviridae sp.
NODE_64_length_1600_cov_7.324360_MEMO141|full	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita indica
NODE_64_length_1601_cov_3.103675_NEMO-NC2|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_64_length_1615_cov_2.293238_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_64_length_1679_cov_2.550562_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_64_length_1954_cov_3.447523_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_64_length_2379_cov_2.881842_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_64_length_2818_cov_6.111273_MEMO071|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Jinshanibacter	Jinshanibacter zhutongyuii
NODE_64_length_7314_cov_28.404588_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_65_length_1142_cov_2.145540_MEMO011|full	Eukaryota	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum thalictroides
NODE_65_length_1298_cov_2.498771_MEMO076-NC|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_65_length_1587_cov_4.158278_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_65_length_1590_cov_3.406477_NEMO-NC2|full	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
NODE_65_length_1614_cov_7.597918_NEMO-NC3|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified
NODE_65_length_1952_cov_2.828800_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_65_length_2358_cov_5.326173_MEMO048|full	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	unclassified	Valmbacken virus
NODE_65_length_6166_cov_8.733946_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_65_length_7245_cov_32.657924_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_66_length_1060_cov_1.318413_MEMO082|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_66_length_1154_cov_1.435469_NEMO-NC4|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_66_length_1155_cov_2.150278_MEMO025|full	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
NODE_66_length_1158_cov_3.360777_NEMO20|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_66_length_1245_cov_4.011130_NEMO36|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_66_length_1288_cov_3.050372_NEMO-NC1|full	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	Gammaproteobacteria bacterium
NODE_66_length_1322_cov_2.400803_NEMO31|full	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	unclassified	unclassified	unclassified
NODE_66_length_1944_cov_3.933048_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_66_length_2351_cov_6.767370_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pseudotuberculosis
NODE_66_length_7134_cov_16.996457_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex molestus
NODE_67_length_1031_cov_1.700210_MEMO105|full	Eukaryota	Microsporidia	unclassified	unclassified	Culicosporidae	Edhazardia	Edhazardia aedis
NODE_67_length_1142_cov_3.306103_MEMO025|full	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
NODE_67_length_1154_cov_9.511606_NEMO20|full	Eukaryota	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_67_length_1240_cov_2.340499_NEMO36|full	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Uromyces totivirus D
NODE_67_length_1287_cov_1.335537_NEMO-NC1|full	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. SK17
NODE_67_length_1300_cov_2.537204_NEMO31|full	Eukaryota	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum thalictroides
NODE_67_length_1493_cov_3.439972_MEMO116|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_67_length_1596_cov_3.159315_NEMO-NC3|full	Bacteria	Candidatus Nomurabacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Nomurabacteria bacterium GW2011_GWB1_43_7
NODE_67_length_1663_cov_12.921185_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Sciaridae	Bradysia	Bradysia coprophila
NODE_67_length_1941_cov_3.039700_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_67_length_2337_cov_7.008407_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_68_length_1006_cov_3.321851_MEMO046-NC|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_68_length_1072_cov_3.288442_NEMO16|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_68_length_1106_cov_4.461613_MEMO011|full	Eukaryota	Arthropoda	Insecta	Phthiraptera	Pediculidae	Pediculus	Pediculus humanus
NODE_68_length_1287_cov_2.181818_MEMO076-NC|full	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	unclassified
NODE_68_length_1299_cov_5.701309_NEMO31|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_68_length_1549_cov_6.865489_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_68_length_1573_cov_3.219920_NEMO-NC2|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_68_length_1592_cov_4.656106_NEMO-NC3|full	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter terrenus
NODE_68_length_1691_cov_3.973358_MEMO113|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_68_length_1859_cov_15.171717_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_68_length_1935_cov_3.009150_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_68_length_2321_cov_5.255348_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
NODE_68_length_5990_cov_15.759851_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_69_length_1000_cov_1.930661_MEMO046-NC|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Aeromonas phage 4_L372XY
NODE_69_length_1071_cov_2.060362_NEMO16|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_69_length_1104_cov_3.216164_MEMO011|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_69_length_1139_cov_2.028249_NEMO-NC4|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified
NODE_69_length_1160_cov_1.643583_MEMO118|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_69_length_1160_cov_1.702678_MEMO117|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_69_length_1483_cov_6.748222_MEMO116|full	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Talitridae	Trinorchestia	Trinorchestia longiramus
NODE_69_length_1570_cov_4.115874_NEMO-NC2|full	Bacteria	Candidatus Zambryskibacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_43_12b
NODE_69_length_1589_cov_3.232804_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Patescibacteria group bacterium
NODE_69_length_1641_cov_40.869565_MEMO113|full	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NODE_69_length_1646_cov_5.358190_MEMO111|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_69_length_1855_cov_10.493251_MEMO112|full	Eukaryota	Arthropoda	Arachnida	Araneae	Araneidae	Araneus	Araneus ventricosus
NODE_69_length_1933_cov_4.677263_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
NODE_69_length_2321_cov_5.166221_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter werkmanii
NODE_7_length_1133_cov_5.551136_MEMO030|full	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Culex vishnui subgroup totivirus
NODE_7_length_1170_cov_2.044831_MEMO074|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_7_length_12377_cov_5.801138_MEMO108|full	Eukaryota	Arthropoda	Insecta	Phasmatodea	Timematidae	Timema	Timema poppensis
NODE_7_length_1355_cov_3.153365_MEMO144|full	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Hubei virga-like virus 23
NODE_7_length_1410_cov_3.345086_MEMO091|full	Viruses	unclassified	unclassified	unclassified	Negeviridae	Negevirus	Rinkaby virus
NODE_7_length_1543_cov_4.579127_MEMO009-NC|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter putative symbiont of Hydra magnipapillata
NODE_7_length_1649_cov_7.512087_NEMO21|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	unclassified
NODE_7_length_1705_cov_17.988943_NEMO35|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_7_length_17395_cov_35.012473_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_7_length_1742_cov_8.374775_MEMO137|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_7_length_1901_cov_2.007127_MEMO046-NC|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	Burkholderiales bacterium
NODE_7_length_2098_cov_189.201880_MEMO065|full	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	Orthophasmavirus	Culex orthophasmavirus sp.
NODE_7_length_2141_cov_3.337694_NEMO23|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_7_length_2164_cov_2.225204_MEMO056|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_7_length_2315_cov_14.160411_NEMO25|10-percent	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Orbivirus	Orbivirus sp.
NODE_7_length_2397_cov_10.370259_MEMO012|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Armadillidium vulgare
NODE_7_length_2544_cov_3.423591_MEMO017|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia liquefaciens
NODE_7_length_2961_cov_6.400832_NEMO-NC2|full	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola	unclassified
NODE_7_length_2988_cov_95.118516_NEMO36|full	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Thelebolus microsporus totivirus 1
